user_id,variant,assignment_date,converted,page_load_ms
7506,control,2026-03-09,1,696
7507,treatment,2026-03-15,0,1591
7508,control,2026-03-06,0,3350
7509,control,2026-03-10,0,872
7510,treatment,2026-03-12,0,4699
7511,control,2026-03-10,0,976
7512,treatment,2026-03-14,0,1206
7513,treatment,2026-03-04,0,2142
7514,treatment,2026-03-13,1,830
7515,treatment,2026-03-04,1,866
7516,control,2026-03-08,1,741
7517,control,2026-03-04,0,1026
7518,control,2026-03-06,1,1254
7519,control,2026-03-12,1,1559
7520,control,2026-03-15,0,716
7521,treatment,2026-03-03,1,413
7522,control,2026-03-03,0,1204
7523,control,2026-03-04,0,1789
7524,treatment,2026-03-07,0,1118
7525,treatment,2026-03-15,1,1767
7526,treatment,2026-03-07,0,784
7527,control,2026-03-07,0,988
7528,treatment,2026-03-07,0,1561
7529,treatment,2026-03-13,0,1522
7530,treatment,2026-03-05,1,1157
7531,treatment,2026-03-13,0,1289
7532,treatment,2026-03-03,0,2301
7533,control,2026-03-13,1,1624
7534,control,2026-03-11,1,1011
7535,treatment,2026-03-03,1,1432
7536,control,2026-03-02,0,1046
7537,control,2026-03-07,1,1176
7538,control,2026-03-06,0,486
7539,control,2026-03-07,0,1565
7540,control,2026-03-08,0,1774
7541,treatment,2026-03-08,1,1308
7542,treatment,2026-03-10,1,2510
7543,control,2026-03-10,1,990
7544,treatment,2026-03-14,0,1377
7545,control,2026-03-02,0,1339
7546,treatment,2026-03-09,0,2153
7547,treatment,2026-03-13,0,1144
7548,control,2026-03-09,0,1154
7549,treatment,2026-03-12,1,685
7550,control,2026-03-11,0,931
7551,control,2026-03-05,1,788
7552,treatment,2026-03-03,0,1100
7553,treatment,2026-03-12,0,1790
7554,treatment,2026-03-04,0,1847
7555,treatment,2026-03-14,1,2662
7556,control,2026-03-09,0,2110
7557,control,2026-03-04,0,1455
7558,control,2026-03-11,1,2363
7559,treatment,2026-03-10,0,1687
7560,treatment,2026-03-09,1,2306
7561,treatment,2026-03-08,0,1410
7562,treatment,2026-03-07,1,996
7563,control,2026-03-12,1,1090
7564,treatment,2026-03-15,0,1778
7565,treatment,2026-03-13,1,1420
7566,control,2026-03-07,1,1308
7567,control,2026-03-15,0,696
7568,control,2026-03-08,1,517
7569,treatment,2026-03-15,0,2222
7570,control,2026-03-15,1,1488
7571,control,2026-03-02,0,1593
7572,treatment,2026-03-13,1,1044
7573,treatment,2026-03-03,1,2294
7574,control,2026-03-09,0,1228
7575,control,2026-03-07,1,950
7576,treatment,2026-03-05,0,912
7577,control,2026-03-14,0,1199
7578,control,2026-03-08,0,992
7579,control,2026-03-15,0,1349
7580,control,2026-03-05,1,646
7581,treatment,2026-03-04,1,1601
7582,treatment,2026-03-13,0,1994
7583,treatment,2026-03-14,1,1643
7584,control,2026-03-10,1,2141
7585,control,2026-03-07,0,1742
7586,control,2026-03-02,0,1029
7587,treatment,2026-03-04,0,1192
7588,control,2026-03-09,1,1049
7589,treatment,2026-03-05,0,1264
7590,control,2026-03-07,1,680
7591,treatment,2026-03-11,0,1417
7592,control,2026-03-09,1,670
7593,control,2026-03-02,1,978
7594,control,2026-03-05,1,1135
7595,control,2026-03-09,1,1576
7596,control,2026-03-06,0,1429
7597,treatment,2026-03-03,1,627
7598,treatment,2026-03-14,0,698
7599,treatment,2026-03-10,0,1632
7600,control,2026-03-06,0,1302
7601,control,2026-03-07,1,1533
7602,control,2026-03-11,1,1161
7603,treatment,2026-03-06,1,1042
7604,treatment,2026-03-10,0,1137
7605,control,2026-03-12,0,1029
7606,treatment,2026-03-08,1,1375
7607,control,2026-03-08,0,1031
7608,control,2026-03-03,0,910
7609,treatment,2026-03-14,1,2130
7610,control,2026-03-04,1,523
7611,treatment,2026-03-13,1,1765
7612,control,2026-03-14,0,733
7613,control,2026-03-07,0,1222
7614,treatment,2026-03-15,0,1409
7615,treatment,2026-03-07,1,1089
7616,treatment,2026-03-12,1,648
7617,control,2026-03-13,0,1013
7618,treatment,2026-03-14,1,912
7619,control,2026-03-12,0,870
7620,control,2026-03-11,0,1145
7621,treatment,2026-03-02,0,2317
7622,control,2026-03-12,1,1205
7623,control,2026-03-02,1,835
7624,treatment,2026-03-02,0,1789
7625,control,2026-03-03,1,988
7626,treatment,2026-03-15,0,1406
7627,control,2026-03-05,0,1216
7628,treatment,2026-03-06,0,1925
7629,treatment,2026-03-08,1,1343
7630,treatment,2026-03-14,0,1525
7631,treatment,2026-03-02,0,1428
7632,treatment,2026-03-09,0,1142
7633,control,2026-03-09,0,684
7634,treatment,2026-03-03,0,1458
7635,control,2026-03-08,1,1199
7636,control,2026-03-14,1,1285
7637,treatment,2026-03-08,0,819
7638,control,2026-03-07,0,1297
7639,treatment,2026-03-07,0,2040
7640,control,2026-03-08,0,1890
7641,treatment,2026-03-11,0,1421
7642,control,2026-03-10,1,1522
7643,control,2026-03-09,0,1107
7644,control,2026-03-15,1,788
7645,control,2026-03-07,1,1299
7646,control,2026-03-07,1,1533
7647,treatment,2026-03-13,1,1057
7648,treatment,2026-03-11,0,1866
7649,treatment,2026-03-09,1,1256
7650,treatment,2026-03-13,0,1087
7651,control,2026-03-06,0,829
7652,control,2026-03-11,0,756
7653,control,2026-03-12,1,1097
7654,control,2026-03-02,0,962
7655,control,2026-03-08,0,1862
7656,treatment,2026-03-04,1,1933
7657,control,2026-03-09,0,1891
7658,control,2026-03-02,1,1627
7659,control,2026-03-13,0,936
7660,control,2026-03-13,0,1455
7661,treatment,2026-03-15,0,1951
7662,control,2026-03-08,1,843
7663,treatment,2026-03-12,0,1516
7664,treatment,2026-03-07,1,1056
7665,treatment,2026-03-05,0,1927
7666,treatment,2026-03-06,1,1197
7667,treatment,2026-03-03,0,1893
7668,treatment,2026-03-10,0,1663
7669,control,2026-03-14,1,1159
7670,treatment,2026-03-08,0,1294
7671,control,2026-03-03,0,1412
7672,control,2026-03-13,1,1000
7673,treatment,2026-03-07,0,1865
7674,control,2026-03-10,0,1551
7675,treatment,2026-03-11,0,711
7676,control,2026-03-10,1,1768
7677,treatment,2026-03-12,0,1708
7678,treatment,2026-03-03,0,2284
7679,control,2026-03-08,1,1509
7680,treatment,2026-03-05,0,1259
7681,control,2026-03-05,1,886
7682,control,2026-03-09,1,1357
7683,control,2026-03-07,0,1051
7684,control,2026-03-15,0,1057
7685,control,2026-03-11,1,1101
7686,control,2026-03-10,0,1854
7687,treatment,2026-03-07,1,934
7688,treatment,2026-03-15,0,1481
7689,control,2026-03-08,1,812
7690,treatment,2026-03-08,0,1746
7691,control,2026-03-04,0,524
7692,control,2026-03-02,0,1515
7693,treatment,2026-03-12,1,1114
7694,treatment,2026-03-02,1,749
7695,treatment,2026-03-13,0,1641
7696,treatment,2026-03-10,0,1903
7697,control,2026-03-15,0,1458
7698,control,2026-03-13,1,1189
7699,control,2026-03-13,0,1508
7700,control,2026-03-10,1,741
7701,treatment,2026-03-06,1,1096
7702,control,2026-03-12,1,1346
7703,treatment,2026-03-03,0,635
7704,control,2026-03-02,0,1398
7705,treatment,2026-03-15,1,2125
7706,control,2026-03-13,0,577
7707,treatment,2026-03-08,0,860
7708,control,2026-03-09,0,586
7709,control,2026-03-14,1,1461
7710,treatment,2026-03-15,0,2465
7711,control,2026-03-12,1,2133
7712,control,2026-03-10,1,2299
7713,treatment,2026-03-04,0,1294
7714,control,2026-03-15,1,1218
7715,control,2026-03-04,0,1336
7716,control,2026-03-15,0,1055
7717,treatment,2026-03-05,0,2282
7718,control,2026-03-06,0,1212
7719,treatment,2026-03-15,0,1715
7720,control,2026-03-06,0,1055
7721,control,2026-03-13,1,1213
7722,control,2026-03-08,0,1813
7723,control,2026-03-12,0,1161
7724,treatment,2026-03-03,1,2009
7725,treatment,2026-03-09,1,2124
7726,control,2026-03-08,0,1332
7727,control,2026-03-12,0,1350
7728,treatment,2026-03-05,0,2204
7729,control,2026-03-10,0,904
7730,treatment,2026-03-05,0,1070
7731,treatment,2026-03-10,0,1266
7732,control,2026-03-02,1,2594
7733,treatment,2026-03-12,1,1906
7734,treatment,2026-03-13,0,1471
7735,treatment,2026-03-04,0,2035
7736,control,2026-03-03,0,1288
7737,control,2026-03-06,0,1276
7738,treatment,2026-03-12,0,1789
7739,treatment,2026-03-14,0,892
7740,treatment,2026-03-06,0,1185
7741,treatment,2026-03-08,1,2196
7742,treatment,2026-03-09,1,1356
7743,control,2026-03-03,1,1141
7744,treatment,2026-03-14,1,1248
7745,control,2026-03-03,0,1069
7746,control,2026-03-10,1,833
7747,control,2026-03-15,1,1540
7748,treatment,2026-03-13,0,1670
7749,treatment,2026-03-10,0,1158
7750,treatment,2026-03-14,0,1031
7751,treatment,2026-03-02,0,839
7752,treatment,2026-03-11,0,1383
7753,control,2026-03-13,0,1094
7754,treatment,2026-03-15,0,597
7755,treatment,2026-03-14,1,732
7756,control,2026-03-04,1,1100
7757,treatment,2026-03-12,1,1023
7758,control,2026-03-06,1,1495
7759,treatment,2026-03-07,0,950
7760,treatment,2026-03-14,0,1078
7761,control,2026-03-05,0,943
7762,control,2026-03-13,0,1038
7763,treatment,2026-03-09,1,3090
7764,treatment,2026-03-08,1,610
7765,control,2026-03-05,0,974
7766,control,2026-03-02,1,1243
7767,treatment,2026-03-02,0,2052
7768,control,2026-03-12,1,2097
7769,treatment,2026-03-09,0,1253
7770,control,2026-03-11,1,809
7771,control,2026-03-12,0,648
7772,treatment,2026-03-13,0,1574
7773,treatment,2026-03-08,1,2215
7774,control,2026-03-14,0,1361
7775,treatment,2026-03-12,0,1255
7776,treatment,2026-03-06,0,1251
7777,treatment,2026-03-04,1,1852
7778,control,2026-03-04,1,1946
7779,treatment,2026-03-13,1,980
7780,control,2026-03-08,0,1444
7781,control,2026-03-04,1,1586
7782,treatment,2026-03-13,0,981
7783,treatment,2026-03-03,0,1926
7784,treatment,2026-03-06,0,1836
7785,treatment,2026-03-06,0,1687
7786,treatment,2026-03-04,1,1331
7787,treatment,2026-03-06,0,948
7788,control,2026-03-06,0,2474
7789,treatment,2026-03-10,0,1751
7790,treatment,2026-03-12,0,1179
7791,treatment,2026-03-13,0,1374
7792,control,2026-03-10,0,959
7793,control,2026-03-11,1,1432
7794,control,2026-03-04,0,1030
7795,control,2026-03-15,1,2184
7796,control,2026-03-02,0,1362
7797,treatment,2026-03-05,1,967
7798,control,2026-03-06,1,1310
7799,control,2026-03-08,1,927
7800,treatment,2026-03-15,0,1297
7801,control,2026-03-14,1,842
7802,treatment,2026-03-10,1,1259
7803,control,2026-03-03,0,1763
7804,treatment,2026-03-10,1,827
7805,treatment,2026-03-10,0,1342
7806,control,2026-03-13,0,1927
7807,treatment,2026-03-09,0,1421
7808,treatment,2026-03-10,0,2501
7809,treatment,2026-03-04,0,1323
7810,treatment,2026-03-06,0,966
7811,control,2026-03-02,0,1435
7812,control,2026-03-05,0,889
7813,treatment,2026-03-11,0,2138
7814,control,2026-03-13,1,2208
7815,control,2026-03-06,1,616
7816,control,2026-03-13,0,1012
7817,control,2026-03-03,0,1444
7818,control,2026-03-14,1,964
7819,control,2026-03-02,0,919
7820,treatment,2026-03-04,0,717
7821,control,2026-03-04,1,1359
7822,control,2026-03-09,0,938
7823,treatment,2026-03-14,0,1698
7824,treatment,2026-03-08,0,1230
7825,treatment,2026-03-07,1,1897
7826,control,2026-03-09,1,945
7827,control,2026-03-04,0,1844
7828,control,2026-03-13,0,457
7829,treatment,2026-03-12,1,1135
7830,treatment,2026-03-02,1,1418
7831,control,2026-03-08,0,2001
7832,control,2026-03-15,0,1337
7833,control,2026-03-11,1,1716
7834,control,2026-03-02,0,835
7835,treatment,2026-03-04,0,2259
7836,control,2026-03-03,0,1148
7837,control,2026-03-08,1,1055
7838,control,2026-03-13,0,1120
7839,treatment,2026-03-06,0,1406
7840,treatment,2026-03-11,0,1704
7841,control,2026-03-12,0,931
7842,treatment,2026-03-15,0,1742
7843,control,2026-03-02,0,1182
7844,treatment,2026-03-08,0,1301
7845,treatment,2026-03-12,0,1070
7846,treatment,2026-03-08,1,1992
7847,treatment,2026-03-10,0,1731
7848,control,2026-03-14,0,1472
7849,treatment,2026-03-02,0,2631
7850,control,2026-03-14,0,1699
7851,treatment,2026-03-08,0,2100
7852,control,2026-03-13,1,1607
7853,control,2026-03-03,0,1256
7854,treatment,2026-03-13,0,953
7855,control,2026-03-08,0,1427
7856,control,2026-03-09,1,1439
7857,control,2026-03-07,0,948
7858,treatment,2026-03-15,1,1542
7859,treatment,2026-03-04,0,2204
7860,control,2026-03-06,0,1921
7861,treatment,2026-03-14,0,2244
7862,treatment,2026-03-03,0,1332
7863,control,2026-03-08,0,536
7864,treatment,2026-03-13,1,1387
7865,treatment,2026-03-09,0,1328
7866,treatment,2026-03-07,0,1461
7867,control,2026-03-12,1,821
7868,control,2026-03-05,0,1382
7869,treatment,2026-03-05,1,2063
7870,control,2026-03-02,0,1578
7871,control,2026-03-05,0,2281
7872,control,2026-03-07,0,1719
7873,treatment,2026-03-09,1,1810
7874,treatment,2026-03-02,0,1951
7875,treatment,2026-03-11,0,2305
7876,treatment,2026-03-07,0,1772
7877,control,2026-03-08,0,723
7878,control,2026-03-09,1,988
7879,treatment,2026-03-04,0,814
7880,treatment,2026-03-11,1,1066
7881,treatment,2026-03-09,0,2350
7882,treatment,2026-03-12,0,1197
7883,control,2026-03-06,1,2028
7884,control,2026-03-14,0,1972
7885,control,2026-03-14,0,732
7886,control,2026-03-14,1,1445
7887,treatment,2026-03-02,1,1732
7888,control,2026-03-13,1,1221
7889,treatment,2026-03-12,0,1625
7890,treatment,2026-03-05,0,1201
7891,control,2026-03-11,0,2344
7892,treatment,2026-03-13,1,1812
7893,treatment,2026-03-03,1,1992
7894,control,2026-03-14,0,929
7895,control,2026-03-02,1,1870
7896,control,2026-03-04,0,1330
7897,control,2026-03-08,1,1173
7898,control,2026-03-15,0,1115
7899,treatment,2026-03-13,0,1191
7900,treatment,2026-03-05,1,1390
7901,control,2026-03-14,1,871
7902,control,2026-03-03,0,1139
7903,treatment,2026-03-11,0,1573
7904,treatment,2026-03-05,1,1567
7905,control,2026-03-07,0,670
7906,control,2026-03-09,0,1898
7907,control,2026-03-05,0,1242
7908,treatment,2026-03-11,0,1143
7909,treatment,2026-03-07,1,2039
7910,control,2026-03-03,0,1651
7911,control,2026-03-09,0,1207
7912,control,2026-03-14,1,995
7913,control,2026-03-08,0,802
7914,control,2026-03-09,0,1197
7915,treatment,2026-03-11,1,1285
7916,treatment,2026-03-06,0,1494
7917,control,2026-03-09,0,1001
7918,treatment,2026-03-06,0,1454
7919,treatment,2026-03-04,1,1135
7920,control,2026-03-09,0,992
7921,treatment,2026-03-05,1,1738
7922,control,2026-03-11,0,2337
7923,control,2026-03-11,0,919
7924,control,2026-03-07,0,862
7925,control,2026-03-09,1,2742
7926,control,2026-03-08,0,1040
7927,treatment,2026-03-15,0,992
7928,control,2026-03-11,0,1147
7929,control,2026-03-13,0,587
7930,control,2026-03-06,0,1748
7931,treatment,2026-03-12,1,1459
7932,control,2026-03-13,1,1292
7933,treatment,2026-03-02,0,1560
7934,treatment,2026-03-15,1,1507
7935,control,2026-03-07,1,833
7936,treatment,2026-03-14,0,2065
7937,control,2026-03-11,1,671
7938,treatment,2026-03-13,1,1223
7939,control,2026-03-02,0,885
7940,control,2026-03-08,0,1493
7941,treatment,2026-03-10,1,1361
7942,treatment,2026-03-06,1,1764
7943,treatment,2026-03-12,1,2723
7944,treatment,2026-03-12,0,1547
7945,treatment,2026-03-09,1,771
7946,control,2026-03-03,0,1654
7947,control,2026-03-13,1,2738
7948,treatment,2026-03-12,0,1331
7949,treatment,2026-03-12,0,1847
7950,treatment,2026-03-12,0,1884
7951,treatment,2026-03-04,0,1105
7952,treatment,2026-03-13,1,1472
7953,treatment,2026-03-05,1,1334
7954,treatment,2026-03-06,0,2491
7955,treatment,2026-03-11,0,849
7956,treatment,2026-03-10,1,1197
7957,control,2026-03-02,0,1220
7958,treatment,2026-03-12,0,1716
7959,control,2026-03-07,0,1411
7960,control,2026-03-03,0,894
7961,control,2026-03-05,0,612
7962,treatment,2026-03-15,1,1567
7963,treatment,2026-03-10,0,1082
7964,control,2026-03-06,1,1159
7965,control,2026-03-03,1,1794
7966,treatment,2026-03-05,0,1304
7967,treatment,2026-03-06,0,961
7968,treatment,2026-03-13,0,1720
7969,treatment,2026-03-11,0,1785
7970,control,2026-03-05,0,1444
7971,treatment,2026-03-05,0,1500
7972,control,2026-03-04,0,1047
7973,treatment,2026-03-12,1,1361
7974,treatment,2026-03-02,0,1879
7975,control,2026-03-10,0,1660
7976,treatment,2026-03-02,0,1067
7977,control,2026-03-12,0,1080
7978,treatment,2026-03-08,0,2643
7979,treatment,2026-03-10,0,1017
7980,control,2026-03-08,0,1168
7981,control,2026-03-06,0,831
7982,control,2026-03-14,0,440
7983,control,2026-03-03,0,1387
7984,treatment,2026-03-10,0,1284
7985,control,2026-03-09,1,1553
7986,treatment,2026-03-12,0,1135
7987,treatment,2026-03-13,0,1142
7988,control,2026-03-05,0,1487
7989,treatment,2026-03-12,1,1541
7990,treatment,2026-03-05,0,1625
7991,treatment,2026-03-14,0,1123
7992,treatment,2026-03-07,0,1625
7993,control,2026-03-06,0,1268
7994,treatment,2026-03-10,0,1714
7995,treatment,2026-03-02,1,1305
7996,treatment,2026-03-11,0,859
7997,control,2026-03-06,1,1315
7998,treatment,2026-03-02,0,881
7999,control,2026-03-07,0,1078
8000,control,2026-03-15,0,1534
8001,treatment,2026-03-06,0,991
8002,treatment,2026-03-04,0,1688
8003,treatment,2026-03-03,0,1747
8004,treatment,2026-03-11,0,1129
8005,control,2026-03-14,0,1360
8006,treatment,2026-03-03,1,1410
8007,control,2026-03-05,0,989
8008,control,2026-03-14,1,1045
8009,treatment,2026-03-10,0,1045
8010,control,2026-03-08,0,963
8011,treatment,2026-03-13,1,1438
8012,control,2026-03-14,0,1778
8013,control,2026-03-10,1,1608
8014,control,2026-03-05,1,921
8015,control,2026-03-05,0,1341
8016,treatment,2026-03-11,0,825
8017,treatment,2026-03-06,1,920
8018,control,2026-03-09,1,944
8019,control,2026-03-14,0,1631
8020,treatment,2026-03-09,1,1593
8021,control,2026-03-09,0,790
8022,treatment,2026-03-15,0,748
8023,control,2026-03-15,1,1577
8024,control,2026-03-14,0,838
8025,treatment,2026-03-05,1,764
8026,treatment,2026-03-12,1,1971
8027,treatment,2026-03-08,0,1567
8028,treatment,2026-03-03,1,2405
8029,control,2026-03-03,0,842
8030,control,2026-03-05,0,690
8031,control,2026-03-10,1,938
8032,treatment,2026-03-13,1,2052
8033,treatment,2026-03-12,0,1412
8034,control,2026-03-13,0,1738
8035,control,2026-03-02,0,1637
8036,control,2026-03-05,0,1332
8037,treatment,2026-03-06,1,1452
8038,control,2026-03-13,1,2146
8039,treatment,2026-03-11,0,1582
8040,control,2026-03-06,1,1815
8041,control,2026-03-15,1,555
8042,control,2026-03-10,0,1012
8043,control,2026-03-13,0,1675
8044,control,2026-03-07,1,1023
8045,treatment,2026-03-05,1,1166
8046,control,2026-03-10,0,1498
8047,treatment,2026-03-04,0,1233
8048,control,2026-03-05,1,1334
8049,treatment,2026-03-03,0,1072
8050,control,2026-03-11,0,590
8051,treatment,2026-03-07,0,997
8052,control,2026-03-03,0,1633
8053,treatment,2026-03-11,1,1220
8054,control,2026-03-02,0,1290
8055,control,2026-03-03,0,1266
8056,control,2026-03-08,1,1238
8057,control,2026-03-12,1,1620
8058,treatment,2026-03-15,0,1189
8059,treatment,2026-03-02,0,647
8060,treatment,2026-03-15,0,1219
8061,treatment,2026-03-02,0,569
8062,treatment,2026-03-09,0,1280
8063,treatment,2026-03-09,0,2333
8064,control,2026-03-13,1,1963
8065,treatment,2026-03-10,1,1429
8066,treatment,2026-03-11,0,1116
8067,treatment,2026-03-06,0,1191
8068,treatment,2026-03-09,0,1683
8069,control,2026-03-15,0,2009
8070,treatment,2026-03-02,1,771
8071,control,2026-03-13,1,1502
8072,control,2026-03-12,1,1250
8073,treatment,2026-03-13,1,880
8074,treatment,2026-03-13,1,1555
8075,treatment,2026-03-15,1,843
8076,treatment,2026-03-04,0,1609
8077,treatment,2026-03-08,0,1532
8078,treatment,2026-03-05,1,1579
8079,treatment,2026-03-07,1,1785
8080,control,2026-03-07,0,1066
8081,treatment,2026-03-10,1,849
8082,treatment,2026-03-12,0,3231
8083,treatment,2026-03-13,0,810
8084,treatment,2026-03-06,0,1402
8085,treatment,2026-03-10,1,748
8086,control,2026-03-15,0,618
8087,control,2026-03-15,1,1743
8088,treatment,2026-03-15,0,831
8089,control,2026-03-02,0,941
8090,treatment,2026-03-04,0,1435
8091,control,2026-03-11,0,721
8092,treatment,2026-03-14,0,2636
8093,control,2026-03-08,0,1124
8094,treatment,2026-03-03,1,1776
8095,control,2026-03-06,0,978
8096,treatment,2026-03-10,0,1720
8097,treatment,2026-03-07,0,1402
8098,treatment,2026-03-04,0,971
8099,control,2026-03-11,0,1260
8100,control,2026-03-12,0,902
8101,control,2026-03-12,0,1389
8102,treatment,2026-03-03,0,1959
8103,treatment,2026-03-13,1,1509
8104,treatment,2026-03-11,0,1947
8105,treatment,2026-03-13,0,1595
8106,treatment,2026-03-10,1,1709
8107,treatment,2026-03-02,0,1389
8108,control,2026-03-11,0,586
8109,treatment,2026-03-11,1,1171
8110,treatment,2026-03-02,1,1925
8111,control,2026-03-04,0,1382
8112,treatment,2026-03-10,0,783
8113,control,2026-03-10,0,940
8114,treatment,2026-03-14,0,1254
8115,control,2026-03-02,1,2236
8116,treatment,2026-03-04,0,1088
8117,treatment,2026-03-02,0,2545
8118,control,2026-03-06,0,928
8119,treatment,2026-03-08,0,1514
8120,treatment,2026-03-15,0,1411
8121,treatment,2026-03-12,1,1525
8122,treatment,2026-03-11,1,1194
8123,treatment,2026-03-12,1,1423
8124,treatment,2026-03-13,1,1365
8125,treatment,2026-03-13,0,1082
8126,treatment,2026-03-05,1,1211
8127,control,2026-03-12,1,1187
8128,control,2026-03-05,0,1395
8129,treatment,2026-03-11,1,1443
8130,control,2026-03-05,0,1050
8131,treatment,2026-03-13,0,1339
8132,control,2026-03-07,1,1118
8133,treatment,2026-03-15,0,1440
8134,control,2026-03-15,0,780
8135,control,2026-03-12,0,1406
8136,control,2026-03-13,0,1444
8137,control,2026-03-07,1,1903
8138,control,2026-03-11,0,1465
8139,treatment,2026-03-15,1,1450
8140,control,2026-03-15,0,1634
8141,treatment,2026-03-12,0,1449
8142,treatment,2026-03-10,1,1258
8143,treatment,2026-03-06,1,3021
8144,control,2026-03-06,0,1719
8145,treatment,2026-03-13,0,1448
8146,treatment,2026-03-03,0,939
8147,treatment,2026-03-10,1,2243
8148,control,2026-03-03,0,1749
8149,control,2026-03-03,1,1306
8150,treatment,2026-03-07,0,1768
8151,control,2026-03-05,1,1283
8152,treatment,2026-03-07,0,1764
8153,control,2026-03-11,0,958
8154,control,2026-03-15,0,807
8155,control,2026-03-02,0,1108
8156,treatment,2026-03-15,1,1098
8157,control,2026-03-12,0,1034
8158,control,2026-03-08,0,838
8159,control,2026-03-05,1,899
8160,control,2026-03-05,1,2134
8161,control,2026-03-12,1,1406
8162,treatment,2026-03-15,1,1144
8163,treatment,2026-03-11,0,3134
8164,control,2026-03-10,1,1033
8165,control,2026-03-04,0,1588
8166,control,2026-03-02,0,1135
8167,control,2026-03-12,0,909
8168,treatment,2026-03-03,0,1310
8169,treatment,2026-03-12,0,2472
8170,control,2026-03-02,1,981
8171,treatment,2026-03-15,1,1810
8172,control,2026-03-09,0,1968
8173,control,2026-03-05,0,1912
8174,control,2026-03-14,0,1274
8175,treatment,2026-03-11,0,1861
8176,control,2026-03-02,0,3199
8177,control,2026-03-03,0,1203
8178,treatment,2026-03-04,1,1663
8179,treatment,2026-03-06,0,1048
8180,control,2026-03-12,0,784
8181,treatment,2026-03-15,1,654
8182,control,2026-03-08,1,1004
8183,treatment,2026-03-13,0,1256
8184,control,2026-03-07,1,996
8185,treatment,2026-03-15,0,1179
8186,treatment,2026-03-13,1,1570
8187,control,2026-03-14,1,1160
8188,control,2026-03-09,1,1232
8189,treatment,2026-03-10,0,2447
8190,treatment,2026-03-12,0,1548
8191,treatment,2026-03-14,0,1208
8192,control,2026-03-07,0,1270
8193,control,2026-03-13,0,1779
8194,control,2026-03-15,1,1046
8195,control,2026-03-03,0,1480
8196,treatment,2026-03-02,0,1737
8197,treatment,2026-03-10,0,2257
8198,control,2026-03-10,1,1291
8199,control,2026-03-09,0,916
8200,treatment,2026-03-08,0,4391
8201,control,2026-03-10,0,1761
8202,control,2026-03-06,0,2785
8203,treatment,2026-03-15,1,1590
8204,treatment,2026-03-14,1,1982
8205,control,2026-03-04,0,1269
8206,treatment,2026-03-07,0,1424
8207,treatment,2026-03-14,0,942
8208,treatment,2026-03-10,0,1157
8209,treatment,2026-03-09,1,986
8210,treatment,2026-03-13,0,1494
8211,treatment,2026-03-11,0,2308
8212,treatment,2026-03-03,1,1550
8213,treatment,2026-03-13,0,1316
8214,control,2026-03-06,0,1403
8215,treatment,2026-03-12,0,1022
8216,control,2026-03-08,1,1386
8217,treatment,2026-03-14,0,1057
8218,control,2026-03-15,0,1022
8219,treatment,2026-03-03,1,1079
8220,control,2026-03-04,0,729
8221,treatment,2026-03-12,0,2410
8222,treatment,2026-03-10,0,1650
8223,treatment,2026-03-15,0,1449
8224,control,2026-03-11,1,1146
8225,control,2026-03-15,0,1197
8226,control,2026-03-12,1,1808
8227,control,2026-03-09,0,661
8228,control,2026-03-03,0,1050
8229,control,2026-03-07,0,1363
8230,treatment,2026-03-08,0,1671
8231,control,2026-03-11,0,1980
8232,control,2026-03-11,0,2152
8233,treatment,2026-03-14,0,1432
8234,control,2026-03-10,1,1021
8235,control,2026-03-10,0,1852
8236,control,2026-03-05,0,1059
8237,control,2026-03-09,0,943
8238,control,2026-03-04,0,1634
8239,control,2026-03-14,1,1209
8240,treatment,2026-03-11,0,1306
8241,treatment,2026-03-10,1,1532
8242,treatment,2026-03-04,0,1540
8243,treatment,2026-03-05,0,841
8244,treatment,2026-03-09,0,691
8245,control,2026-03-08,0,2019
8246,treatment,2026-03-15,1,1889
8247,control,2026-03-07,1,1177
8248,control,2026-03-11,0,1363
8249,treatment,2026-03-03,0,2122
8250,treatment,2026-03-03,1,1674
8251,control,2026-03-08,1,1181
8252,treatment,2026-03-09,0,1581
8253,control,2026-03-06,0,1509
8254,treatment,2026-03-08,1,892
8255,treatment,2026-03-04,0,1465
8256,control,2026-03-14,0,2100
8257,treatment,2026-03-08,0,1722
8258,treatment,2026-03-07,1,1113
8259,treatment,2026-03-14,1,1930
8260,control,2026-03-14,1,1675
8261,control,2026-03-07,0,1727
8262,treatment,2026-03-12,0,1277
8263,treatment,2026-03-02,1,1159
8264,treatment,2026-03-12,1,1284
8265,control,2026-03-09,0,1736
8266,treatment,2026-03-14,1,1076
8267,treatment,2026-03-14,1,2435
8268,control,2026-03-06,0,1339
8269,treatment,2026-03-05,1,843
8270,control,2026-03-04,0,1297
8271,treatment,2026-03-08,0,1534
8272,control,2026-03-04,1,1207
8273,control,2026-03-04,0,1779
8274,control,2026-03-03,0,915
8275,treatment,2026-03-09,0,913
8276,treatment,2026-03-13,0,2418
8277,treatment,2026-03-14,0,907
8278,control,2026-03-07,0,1679
8279,treatment,2026-03-02,1,1467
8280,control,2026-03-05,0,1365
8281,treatment,2026-03-04,1,1253
8282,control,2026-03-05,0,2044
8283,treatment,2026-03-15,0,2390
8284,control,2026-03-04,1,2325
8285,control,2026-03-11,0,1759
8286,treatment,2026-03-04,1,1589
8287,control,2026-03-14,0,1351
8288,control,2026-03-10,0,1744
8289,control,2026-03-11,0,2399
8290,treatment,2026-03-02,1,1845
